Well,Sample Name,Target Name,Amp Score,Amp Status,Task,Cq,Cq Mean,Cq Standard Deviation,Quantity,Quantity Mean,Quantity Standard Deviation,Intercept,R-Squared,Slope,Efficiency,Auto Threshold,Threshold,Auto Baseline,Baseline Start,Baseline End,Omit
K12,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K13,Sample 1,Target 1,1.319,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K14,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K15,Sample 1,Target 1,0,No Amp,UNKNOWN,29.117,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K16,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K17,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K18,Sample 1,Target 1,0,No Amp,UNKNOWN,10.576,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K19,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K2,Sample 1,Target 1,0,No Amp,UNKNOWN,34.254,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K20,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K21,Sample 1,Target 1,0,No Amp,UNKNOWN,26.081,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K22,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K23,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K24,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K3,Sample 1,Target 1,0,No Amp,UNKNOWN,23.29,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K4,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K5,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K6,Sample 1,Target 1,0,No Amp,UNKNOWN,13.237,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K7,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K8,Sample 1,Target 1,0,No Amp,UNKNOWN,16.023,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
K9,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L1,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L10,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L11,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L12,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L13,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L14,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L15,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L16,Sample 1,Target 1,0,No Amp,UNKNOWN,11.057,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L17,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L18,Sample 1,Target 1,0,No Amp,UNKNOWN,10.69,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L19,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L2,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L20,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L21,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L22,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L23,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L24,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L3,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L4,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L5,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L6,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L7,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L8,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
L9,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M1,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M10,Sample 1,Target 1,0,No Amp,UNKNOWN,7.423,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M11,Sample 1,Target 1,1.089,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M12,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M13,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M14,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M15,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M16,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M17,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M18,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M19,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M2,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M20,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M21,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M22,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M23,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M24,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M3,Sample 1,Target 1,0,No Amp,UNKNOWN,33.14,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M4,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M5,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M6,Sample 1,Target 1,0,No Amp,UNKNOWN,34.644,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M7,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M8,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
M9,Sample 1,Target 1,0,No Amp,UNKNOWN,8.885,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N1,Sample 1,Target 1,0,No Amp,UNKNOWN,37.911,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N10,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N11,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N12,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N13,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N14,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N15,Sample 1,Target 1,0,No Amp,UNKNOWN,18.348,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N16,Sample 1,Target 1,0,No Amp,UNKNOWN,27.052,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N17,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N18,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N19,Sample 1,Target 1,0,No Amp,UNKNOWN,30.314,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N2,Sample 1,Target 1,0,No Amp,UNKNOWN,36.449,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N20,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N21,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N22,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N23,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N24,Sample 1,Target 1,0,No Amp,UNKNOWN,36.77,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N3,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N4,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N5,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N6,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N7,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N8,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
N9,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O1,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O10,Sample 1,Target 1,0,No Amp,UNKNOWN,7.69,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O11,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O12,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O13,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O14,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O15,Sample 1,Target 1,0,No Amp,UNKNOWN,6.331,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O16,Sample 1,Target 1,0,No Amp,UNKNOWN,38.655,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O17,Sample 1,Target 1,0,No Amp,UNKNOWN,35.578,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O18,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O19,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O2,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O20,Sample 1,Target 1,0,No Amp,UNKNOWN,37.011,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O21,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O22,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O23,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O24,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O3,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O4,Sample 1,Target 1,0,No Amp,UNKNOWN,19.094,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O5,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O6,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O7,Sample 1,Target 1,0,No Amp,UNKNOWN,23.142,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O8,Sample 1,Target 1,0,No Amp,UNKNOWN,6.184,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
O9,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P1,Sample 1,Target 1,0,No Amp,UNKNOWN,33.198,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P10,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P11,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P12,Sample 1,Target 1,0,No Amp,UNKNOWN,36.759,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P13,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P14,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P15,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P16,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P17,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P18,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P19,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P2,Sample 1,Target 1,0,No Amp,UNKNOWN,37.753,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P20,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P21,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P22,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P23,Sample 1,Target 1,0,No Amp,UNKNOWN,24.083,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P24,Sample 1,Target 1,0,No Amp,UNKNOWN,36.732,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P3,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P4,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P5,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P6,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P7,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P8,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
P9,Sample 1,Target 1,0,No Amp,UNKNOWN,Undetermined,23.692,12.72,-,-,-,-,-,-,-,FALSE,0.062,TRUE,3,39,FALSE
A1,Sample 1,UBQ10,1.148,Amp,UNKNOWN,21.913,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
A10,Sample 1,UBQ10,1.15,Amp,UNKNOWN,22.198,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
A11,Sample 1,UBQ10,1.147,Amp,UNKNOWN,20.861,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,17,FALSE
A12,Sample 1,UBQ10,1.153,Amp,UNKNOWN,20.757,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,17,FALSE
A13,Sample 1,UBQ10,1.145,Amp,UNKNOWN,21.789,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
A14,Sample 1,UBQ10,1.137,Amp,UNKNOWN,21.807,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
A15,Sample 1,UBQ10,1.148,Amp,UNKNOWN,21.751,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
A16,Sample 1,UBQ10,1.148,Amp,UNKNOWN,21.715,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
A2,Sample 1,UBQ10,1.152,Amp,UNKNOWN,21.793,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
A3,Sample 1,UBQ10,1.147,Amp,UNKNOWN,21.957,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
A4,Sample 1,UBQ10,1.147,Amp,UNKNOWN,21.975,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
A5,Sample 1,UBQ10,1.135,Amp,UNKNOWN,22.33,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
A6,Sample 1,UBQ10,1.125,Amp,UNKNOWN,22.541,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,19,FALSE
A7,Sample 1,UBQ10,1.14,Amp,UNKNOWN,24.972,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,21,FALSE
A8,Sample 1,UBQ10,1.147,Amp,UNKNOWN,24.924,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,21,FALSE
A9,Sample 1,UBQ10,1.145,Amp,UNKNOWN,22.151,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
B1,Sample 1,UBQ10,1.154,Amp,UNKNOWN,19.775,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,16,FALSE
B10,Sample 1,UBQ10,1.148,Amp,UNKNOWN,22.084,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
B11,Sample 1,UBQ10,1.148,Amp,UNKNOWN,20.794,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,17,FALSE
B12,Sample 1,UBQ10,1.148,Amp,UNKNOWN,20.931,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,17,FALSE
B13,Sample 1,UBQ10,1.144,Amp,UNKNOWN,22.979,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,19,FALSE
B14,Sample 1,UBQ10,1.146,Amp,UNKNOWN,22.974,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,19,FALSE
B15,Sample 1,UBQ10,1.132,Amp,UNKNOWN,21.728,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
B16,Sample 1,UBQ10,1.145,Amp,UNKNOWN,21.517,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,17,FALSE
B2,Sample 1,UBQ10,1.149,Amp,UNKNOWN,20.036,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,16,FALSE
B3,Sample 1,UBQ10,1.148,Amp,UNKNOWN,20.809,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,17,FALSE
B4,Sample 1,UBQ10,1.148,Amp,UNKNOWN,20.876,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,17,FALSE
B5,Sample 1,UBQ10,1.137,Amp,UNKNOWN,20.354,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,16,FALSE
B6,Sample 1,UBQ10,1.14,Amp,UNKNOWN,20.496,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,16,FALSE
B7,Sample 1,UBQ10,1.134,Amp,UNKNOWN,22.771,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,19,FALSE
B8,Sample 1,UBQ10,1.142,Amp,UNKNOWN,22.641,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,19,FALSE
B9,Sample 1,UBQ10,1.145,Amp,UNKNOWN,21.967,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
C1,Sample 1,UBQ10,1.145,Amp,UNKNOWN,22.228,25.239,6.534,-,-,-,-,-,-,-,TRUE,0.069,TRUE,3,18,FALSE
