# File Name: D:\OllieE\RT-qPCR\OE_RT-qPCR_ADH_HB_PCB_15.04.2026_Copy.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 384-Well Block
# Instrument Name: 272533378
# Instrument Serial Number: 272533378
# Heated Cover Serial Number:
# Block serial number: 22252916
# Run Start Date/Time: 2026-04-15 07:55:49 PM BST
# Run End Data/Time: 2026-04-15 08:50:20 PM BST
# Run Duration: 54 minutes 31 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2026-04-15 03:14:52 PM BST
# Software Name and Version: Design & Analysis Software v2.8.0
# Plugin Name and Version: Primary Analysis v1.8.1, Standard Curve v1.8.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2026-04-15 03:17:20 PM BST
"Well","Well Position","Sample","Quantity","Target","Dye","Task","Reporter","Quencher","Amp Status","Cq","Cq Mean","Cq Confidence","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4","Slope","Efficiency","Standard Deviation","Standard Error","Omit"
"42","B18","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","75.8056640625","71.99429321289062","63.811065673828125","80.28962707519531","","","","","FALSE"
"43","B19","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","66.16514587402344","75.0209732055664","81.29851531982422","63.026371002197266","","","","","FALSE"
"44","B20","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","82.75580596923828","63.026371002197266","79.61703491210938","93.18101501464844","","","","","FALSE"
"45","B21","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","82.97960662841797","91.72317504882812","88.36026763916016","64.48358154296875","","","","","FALSE"
"46","B22","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","68.07068634033203","86.23042297363281","90.4901123046875","61.56905746459961","","","","","FALSE"
"47","B23","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","91.49898529052734","89.369140625","81.85863494873047","84.21267700195312","","","","","FALSE"
"48","B24","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","62.46583557128906","75.35700225830078","80.17717742919922","78.04733276367188","","","","","FALSE"
"49","C1","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","82.75704956054688","85.78386688232422","78.60919952392578","66.38983917236328","","","","","FALSE"
"50","C2","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","90.38014221191406","78.72129821777344","87.35332489013672","82.42073822021484","","","","","FALSE"
"51","C3","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","82.64495086669922","73.6766128540039","78.4970932006836","69.52875518798828","","","","","FALSE"
"52","C4","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.72129821777344","83.42967987060547","74.01292419433594","85.78386688232422","","","","","FALSE"
"53","C5","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.60157012939453","87.2301025390625","90.25569152832031","84.76480102539062","","","","","FALSE"
"54","C6","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.60157012939453","90.81597900390625","87.56627655029297","81.62715911865234","","","","","FALSE"
"55","C7","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","83.86833190917969","80.84274291992188","87.3421630859375","93.84156799316406","","","","","FALSE"
"56","C8","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","75.23980712890625","69.18862915039062","89.69538879394531","65.93891906738281","","","","","FALSE"
"57","C9","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","85.67826843261719","89.71498107910156","78.50189208984375","83.43565368652344","","","","","FALSE"
"58","C10","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","92.40612030029297","83.32351684570312","79.1746826171875","89.60284423828125","","","","","FALSE"
"59","C11","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.50189208984375","","","","","","","","FALSE"
"60","C12","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.50189208984375","62.57931137084961","","","","","","","FALSE"
"61","C13","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.49125671386719","88.01716613769531","92.72408294677734","","","","","","FALSE"
"62","C14","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.49125671386719","","","","","","","","FALSE"
"63","C15","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.49125671386719","85.5516357421875","","","","","","","FALSE"
"64","C16","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","33","78.49125671386719","","","","","","","","FALSE"
"65","C17","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","62.465877532958984","72.8910903930664","92.5084228515625","80.96221923828125","","","","","FALSE"
"66","C18","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","70.64910888671875","62.57797622680664","66.2772445678711","91.61163330078125","","","","","FALSE"
"67","C19","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","88.92124938964844","77.15084838867188","82.64370727539062","79.72913360595703","","","","","FALSE"
"68","C20","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","69.52811431884766","90.49063873291016","65.38045501708984","77.59925079345703","","","","","FALSE"
"69","C21","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","90.82640075683594","81.5223388671875","86.6788101196289","77.15055847167969","","","","","FALSE"
"70","C22","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","69.30375671386719","62.8021240234375","72.55457305908203","91.72317504882812","","","","","FALSE"
"71","C23","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","63.02631759643555","88.80865478515625","80.96185302734375","84.77316284179688","","","","","FALSE"
"72","C24","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","92.28366088867188","89.48123931884766","84.32476806640625","69.19165802001953","","","","","FALSE"
"73","D1","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.72129821777344","70.87400817871094","61.569358825683594","92.39801025390625","","","","","FALSE"
"74","D2","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.72129821777344","73.1160888671875","70.42559051513672","","","","","","FALSE"
"75","D3","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","84.32650756835938","89.37120056152344","69.86506652832031","73.00399017333984","","","","","FALSE"
"76","D4","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","89.37120056152344","85.33544921875","78.94551086425781","67.73509216308594","","","","","FALSE"
"77","D5","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.937744140625","84.31657409667969","75.23980712890625","69.6368637084961","","","","","FALSE"
"78","D6","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.48950958251953","85.99745178222656","89.02304077148438","81.85127258300781","","","","","FALSE"
"79","D7","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","80.6186294555664","90.14363098144531","88.12657165527344","92.49686431884766","","","","","FALSE"
"80","D8","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","86.66980743408203","84.31657409667969","81.17892456054688","92.60892486572266","","","","","FALSE"
"81","D9","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","85.00548553466797","78.9504165649414","88.93006896972656","70.98912811279297","","","","","FALSE"
"82","D10","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","88.48153686523438","82.98712921142578","92.29399108886719","74.68944549560547","","","","","FALSE"
"83","D11","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.72615814208984","","","","","","","","FALSE"
"84","D12","Sample 1","","PDC1","SYBR","UNKNOWN","SYBR","None","AMP","UNDETERMINED","","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.83828735351562","86.68744659423828","90.72415924072266","","","","","","FALSE"
"85","D13","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","64.14636993408203","68.85328674316406","78.04298400878906","87.79302978515625","","","","","FALSE"
"86","D14","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","90.146484375","63.02567672729492","87.23268127441406","65.603271484375","","","","","FALSE"
"87","D15","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","91.93959045410156","89.81027221679688","66.61190032958984","73.44813537597656","","","","","FALSE"
"88","D16","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","87.12060546875","68.85328674316406","61.456703186035156","63.69809341430664","","","","","FALSE"
"89","D17","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","","0.0","","TRUE","0.2","TRUE","3","39","82.75580596923828","71.32170104980469","69.07971954345703","85.44618225097656","","","","","FALSE"
