# File Name: D:\OllieE\RT-qPCR\OE_RT-qPCR_PpPCO_ADH_17.04.2026.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 5 System
# Block Type: 384-Well Block
# Instrument Name: 272533378
# Instrument Serial Number: 272533378
# Heated Cover Serial Number:
# Block serial number: 22252916
# Run Start Date/Time: 2026-04-17 08:50:15 PM BST
# Run End Data/Time: 2026-04-17 09:44:12 PM BST
# Run Duration: 53 minutes 57 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Melt Stage Number: 3
# Quantification Cycle Method: CT
# Analysis Date/Time: 2026-04-17 02:48:54 PM BST
# Software Name and Version: Design & Analysis Software v2.8.0
# Plugin Name and Version: Primary Analysis v1.8.1, Standard Curve v1.8.0
# Reduce dye signal crosstalk by algorithm: No (Default)
# Exported On: 2026-04-17 04:49:37 PM BST
"Well","Well Position","Sample","Quantity","Target","Dye","Task","Reporter","Quencher","Amp Status","Cq","Cq Mean","Cq Confidence","Cq SD","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline End","Tm1","Tm2","Tm3","Tm4","Slope","Efficiency","Standard Deviation","Standard Error","Omit"
"99","E3","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","70.201171875","75.47010803222656","83.42958068847656","62.12959671020508","","","","","FALSE"
"100","E4","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","68.51959228515625","86.90483856201172","79.95431518554688","73.45221710205078","","","","","FALSE"
"101","E5","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","91.05509185791016","77.82588958740234","88.02806854248047","68.18426513671875","","","","","FALSE"
"102","E6","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","71.43550872802734","77.71377563476562","74.57464599609375","68.6327133178711","","","","","FALSE"
"103","E7","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","90.15819549560547","71.54762268066406","81.07713317871094","86.90695190429688","","","","","FALSE"
"104","E8","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","87.69173431396484","69.8659439086914","73.00508117675781","85.56160736083984","","","","","FALSE"
"105","E9","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","63.02919006347656","66.95565795898438","77.16448974609375","81.76406860351562","","","","","FALSE"
"106","E10","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","79.52037048339844","73.46238708496094","76.37919616699219","89.72919464111328","","","","","FALSE"
"107","E11","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","81.4275131225586","85.57835388183594","72.34053802490234","75.93045043945312","","","","","FALSE"
"108","E12","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","61.57078552246094","75.81826782226562","65.04851531982422","70.32121276855469","","","","","FALSE"
"109","E13","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","80.85484313964844","86.34893798828125","62.69068145751953","89.03993225097656","","","","","FALSE"
"110","E14","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","84.10645294189453","74.4637451171875","61.56943893432617","70.4272689819336","","","","","FALSE"
"111","E15","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","73.00613403320312","68.85752868652344","84.10645294189453","64.37255096435547","","","","","FALSE"
"112","E16","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","80.74272155761719","64.48467254638672","86.23681640625","90.83392333984375","","","","","FALSE"
"113","E17","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.50271606445312","83.10038757324219","75.36284637451172","86.46453094482422","","","","","FALSE"
"114","E18","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","92.18357849121094","74.46573638916016","83.32466125488281","87.92233276367188","","","","","FALSE"
"115","E19","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","64.26115417480469","79.73623657226562","92.5199966430664","86.12811279296875","","","","","FALSE"
"116","E20","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","86.68881225585938","68.52240753173828","83.66107177734375","81.4183120727539","","","","","FALSE"
"117","E21","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","72.67271423339844","76.93433380126953","85.12113189697266","68.85968780517578","","","","","FALSE"
"118","E22","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.95299530029297","83.21461486816406","75.02781677246094","89.27059936523438","","","","","FALSE"
"119","E23","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","63.92517852783203","83.43891143798828","86.91549682617188","67.73820495605469","","","","","FALSE"
"120","E24","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","75.92500305175781","89.94348907470703","62.467254638671875","72.67271423339844","","","","","FALSE"
"121","F1","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","93.63114929199219","88.3622055053711","84.77484130859375","81.97221374511719","","","","","FALSE"
"122","F2","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","79.50589752197266","86.34431457519531","82.08432006835938","68.0711669921875","","","","","FALSE"
"123","F3","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","82.19641876220703","88.81062316894531","86.79273223876953","72.1069564819336","","","","","FALSE"
"124","F4","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","89.81957244873047","91.83746337890625","85.22325897216797","87.6895751953125","","","","","FALSE"
"125","F5","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","88.70074462890625","91.95198822021484","78.16222381591797","85.1131591796875","","","","","FALSE"
"126","F6","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","37.7541778855193","36.62598400897556","0.9581058644572037","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","35","74.01408386230469","80.96501922607422","","","","","","","FALSE"
"127","F7","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","85.89794921875","89.3734130859375","81.30136108398438","78.83489990234375","","","","","FALSE"
"128","F8","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","AMP","36.33974618265286","36.62598400897556","0.9819591347174561","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","33","81.30136108398438","85.00105285644531","","","","","","","FALSE"
"129","F9","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","78.84725952148438","87.4854965209961","93.76785278320312","85.35398864746094","","","","","FALSE"
"130","F10","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","85.91490936279297","91.74851989746094","72.11616516113281","78.62289428710938","","","","","FALSE"
"131","F11","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","82.32499694824219","91.86071014404297","79.1838150024414","84.68087768554688","","","","","FALSE"
"132","F12","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","36.961826498420365","36.62598400897556","0.9862048780482957","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","34","82.77373504638672","","","","","","","","FALSE"
"133","F13","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","80.96696472167969","85.56407165527344","76.93048858642578","90.0490493774414","","","","","FALSE"
"134","F14","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","83.09733581542969","91.8430404663086","88.5914306640625","75.80924224853516","","","","","FALSE"
"135","F15","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","93.63703155517578","91.05816650390625","83.20945739746094","78.72447967529297","","","","","FALSE"
"136","F16","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","AMP","34.85006155416346","36.62598400897556","0.9917998931083353","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","32","83.657958984375","","","","","","","","FALSE"
"137","F17","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","91.73503112792969","86.68881225585938","83.43679809570312","89.49226379394531","","","","","FALSE"
"138","F18","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","82.6518325805664","87.24949645996094","91.06220245361328","93.41709899902344","","","","","FALSE"
"139","F19","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","75.8114013671875","67.06461334228516","78.16629791259766","86.3523941040039","","","","","FALSE"
"140","F20","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","81.97900390625","74.24146270751953","86.3523941040039","71.99869537353516","","","","","FALSE"
"141","F21","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","66.84101867675781","69.75686645507812","89.71919250488281","83.55105590820312","","","","","FALSE"
"142","F22","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","85.68186950683594","90.8406753540039","61.90651321411133","68.52323913574219","","","","","FALSE"
"143","F23","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","64.37377166748047","77.60722351074219","84.11180114746094","91.40141296386719","","","","","FALSE"
"144","F24","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.39225769042969","68.07464599609375","75.92500305175781","62.467254638671875","","","","","FALSE"
"145","G1","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","89.48326110839844","92.95851135253906","85.67167663574219","81.52378845214844","","","","","FALSE"
"146","G2","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","90.38009643554688","92.8464126586914","82.75694274902344","78.83326721191406","","","","","FALSE"
"147","G3","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","93.07061767578125","78.04853057861328","81.07537078857422","90.26799011230469","","","","","FALSE"
"148","G4","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","89.48326110839844","92.285888671875","81.52378845214844","85.89588928222656","","","","","FALSE"
"149","G5","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","AMP","35.799098451972","36.62598400897556","0.9800850166588102","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","33","83.65570831298828","","","","","","","","FALSE"
"150","G6","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","86.68272399902344","89.3734130859375","80.8529052734375","92.17620849609375","","","","","FALSE"
"151","G7","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","82.87092590332031","79.7317886352539","89.3734130859375","92.51254272460938","","","","","FALSE"
"152","G8","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","88.81285095214844","92.848876953125","75.13520050048828","82.31036376953125","","","","","FALSE"
"153","G9","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","85.35398864746094","82.43717956542969","91.1875991821289","93.54348754882812","","","","","FALSE"
"154","G10","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","81.3153305053711","88.04642486572266","85.80272674560547","91.97289276123047","","","","","FALSE"
"155","G11","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","85.91490936279297","80.64221954345703","90.40230560302734","77.16448974609375","","","","","FALSE"
"156","G12","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","92.421630859375","89.05609130859375","86.1392822265625","81.20314025878906","","","","","FALSE"
"157","G13","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","80.96696472167969","86.68531799316406","90.38542175292969","78.05172729492188","","","","","FALSE"
"158","G14","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","81.63970947265625","90.16117095947266","87.02168273925781","84.66707611083984","","","","","FALSE"
"159","G15","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","93.18852996826172","89.4884262084961","82.76095581054688","84.55494689941406","","","","","FALSE"
"160","G16","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","85.78831481933594","78.16385650634766","81.86396789550781","74.68800354003906","","","","","FALSE"
"161","G17","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","36.62598400897556","0.0","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","39","85.56742858886719","81.53044891357422","92.74427795410156","90.0529556274414","","","","","FALSE"
"162","G18","Sample 1","","PpPCO","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","38.05099348112541","36.62598400897556","0.9512752847866897","1.211266773226448","TRUE","0.03999999910593033","TRUE","3","35","82.53968811035156","","","","","","","","FALSE"
"163","G19","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","92.4078598022461","85.45529174804688","72.55938720703125","75.69925689697266","","","","","FALSE"
"164","G20","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","77.82988739013672","80.7454833984375","70.65303802490234","67.4010238647461","","","","","FALSE"
"165","G21","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","80.85951232910156","66.72887420654297","61.79436492919922","84.33609771728516","","","","","FALSE"
"166","G22","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","90.16778564453125","86.13046264648438","73.90634155273438","64.71021270751953","","","","","FALSE"
"167","G23","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","63.5887336730957","91.51356506347656","70.42975616455078","76.14929962158203","","","","","FALSE"
"168","G24","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","69.30827331542969","78.28010559082031","66.50457763671875","73.23345184326172","","","","","FALSE"
"169","H1","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","89.48326110839844","75.47010803222656","81.41168212890625","92.73430633544922","","","","","FALSE"
"170","H2","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","88.58641052246094","63.474857330322266","85.33536529541016","70.08906555175781","","","","","FALSE"
"171","H3","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","84.326416015625","70.31327056884766","73.11590576171875","88.2500991821289","","","","","FALSE"
"172","H4","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","89.48326110839844","84.21430969238281","92.8464126586914","70.64958953857422","","","","","FALSE"
"173","H5","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","78.27433776855469","81.8619155883789","75.0230941772461","85.56160736083984","","","","","FALSE"
"174","H6","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","91.39142608642578","93.52155303955078","77.71377563476562","74.68675231933594","","","","","FALSE"
"175","H7","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","81.97402954101562","74.79886627197266","85.67372131347656","67.7358169555664","","","","","FALSE"
"176","H8","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","76.14421081542969","89.03707885742188","80.40446472167969","66.5025863647461","","","","","FALSE"
"177","H9","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","85.35398864746094","65.16070556640625","73.57456970214844","70.65776062011719","","","","","FALSE"
"178","H10","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","85.01742553710938","77.38885498046875","88.94390106201172","66.84347534179688","","","","","FALSE"
"179","H11","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","73.57456970214844","70.54557800292969","82.10062408447266","67.40440368652344","","","","","FALSE"
"180","H12","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","INCONCLUSIVE","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","75.25733947753906","84.23213195800781","79.1838150024414","65.27288818359375","","","","","FALSE"
"181","H13","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","84.55494689941406","78.94873046875","73.90312957763672","70.20301818847656","","","","","FALSE"
"182","H14","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","24.460377256230473","10.660885085247248","0.12256086458946193","","TRUE","0.03999999910593033","TRUE","3","20","63.251304626464844","69.30602264404297","83.99432373046875","73.3425064086914","","","","","FALSE"
"183","H15","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","64.93317413330078","77.93960571289062","81.07909393310547","69.75452423095703","","","","","FALSE"
"184","H16","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","31.37048655691462","10.660885085247248","0.34209671887079374","","TRUE","0.03999999910593033","TRUE","3","29","74.12738037109375","78.83660125732422","89.60054779052734","76.48199462890625","","","","","FALSE"
"185","H17","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","64.82184600830078","69.19523620605469","87.24949645996094","90.0529556274414","","","","","FALSE"
"186","H18","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","72.67152404785156","81.97900390625","84.55818176269531","68.85882568359375","","","","","FALSE"
"187","H19","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","69.41951751708984","79.73623657226562","63.81260299682617","82.31541442871094","","","","","FALSE"
"188","H20","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","84.89459228515625","90.95005798339844","68.52240753173828","60.89700698852539","","","","","FALSE"
"189","H21","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","67.40176391601562","64.82235717773438","76.37359619140625","81.86884307861328","","","","","FALSE"
"190","H22","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","65.0466537475586","84.56039428710938","87.58838653564453","73.56990051269531","","","","","FALSE"
"191","H23","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","92.29859924316406","69.64472198486328","63.70088195800781","61.00933074951172","","","","","FALSE"
"192","H24","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","92.85933685302734","74.01848602294922","82.0931396484375","68.85968780517578","","","","","FALSE"
"193","I1","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","79.28168487548828","89.25904846191406","85.78378295898438","92.51009368896484","","","","","FALSE"
"194","I2","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","91.38904571533203","88.58641052246094","77.03958129882812","72.21906280517578","","","","","FALSE"
"195","I3","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","89.5953598022461","69.41643524169922","72.89169311523438","76.36695098876953","","","","","FALSE"
"196","I4","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","92.62220001220703","76.47905731201172","69.30432891845703","82.08432006835938","","","","","FALSE"
"197","I5","Sample 1","","Target 1","SYBR","UNKNOWN","SYBR","None","NO_AMP","UNDETERMINED","10.660885085247248","0.0","","TRUE","0.03999999910593033","TRUE","3","39","77.82588958740234","63.8119010925293","70.09016418457031","84.44049072265625","","","","","FALSE"
